file,best_clusters,scores,all_clusters,max_score
11,[0 4 4 0 1 0 1 0 2 1 1 2 3 0 4 3],"[0.3251364464713986, 0.4655628635405779, 0.5771015944725606, 0.6058236511576587, 0.4538966154148635, 0.11905238974332905, 0.06810334910979629, -0.08077079614396546, -0.10057307057192111, -0.0010492349873572927, 0.07396726701597474, 0.0991145063356225, 0.06862448099968559, 0.09949464873135644]","[array([0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1], dtype=int32), array([1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 2, 1, 0, 2], dtype=int32), array([0, 3, 3, 0, 1, 0, 1, 0, 0, 1, 1, 0, 2, 0, 3, 2], dtype=int32), array([0, 4, 4, 0, 1, 0, 1, 0, 2, 1, 1, 2, 3, 0, 4, 3], dtype=int32), array([0, 4, 4, 0, 2, 0, 2, 5, 3, 2, 2, 3, 1, 0, 4, 1], dtype=int32), array([3, 2, 2, 3, 6, 3, 0, 4, 1, 0, 0, 1, 5, 3, 2, 5], dtype=int32), array([2, 4, 7, 2, 5, 2, 1, 6, 0, 1, 1, 0, 3, 2, 4, 3], dtype=int32), array([7, 4, 6, 0, 8, 0, 1, 5, 3, 1, 1, 3, 2, 0, 4, 2], dtype=int32), array([8, 3, 9, 5, 6, 5, 1, 7, 0, 1, 1, 0, 4, 2, 3, 4], dtype=int32), array([10,  3,  7,  5,  9,  5,  1,  8,  0,  1,  4,  0,  6,  2,  3,  6],
      dtype=int32), array([ 0,  3, 10,  4,  8, 11,  1,  6,  5,  1,  9,  5,  2,  7,  3,  2],
      dtype=int32), array([10,  0,  9, 11,  2,  6, 12,  8,  3,  7,  4,  3,  5,  1,  0,  5],
      dtype=int32), array([10,  3,  6,  4,  9, 11,  7,  8, 13, 12,  2,  5,  0,  1,  3,  0],
      dtype=int32), array([ 7, 14, 11, 10,  8,  6, 13,  9,  3,  5,  2, 12,  4,  1,  0,  4],
      dtype=int32)]",0.6058236511576587
12,[0 1 1 0 4 0 3 3 3 4 4 2 2 0 1 2],"[0.34339846863494017, 0.5090423217914529, 0.6233337371905521, 0.6476976638721135, 0.2913548932496518, 0.19628954386253805, 0.22753027760519434, 0.1684479009218226, 0.10626501602208399, 0.1013185125060585, 0.13520516650001743, 0.08233361827998642, 0.08171800216578401, 0.026055314812632582]","[array([1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0], dtype=int32), array([0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 2, 2, 0, 1, 2], dtype=int32), array([2, 3, 3, 2, 1, 2, 2, 2, 2, 1, 1, 0, 0, 2, 3, 0], dtype=int32), array([0, 1, 1, 0, 4, 0, 3, 3, 3, 4, 4, 2, 2, 0, 1, 2], dtype=int32), array([0, 3, 3, 0, 2, 5, 4, 4, 0, 2, 2, 1, 1, 0, 3, 1], dtype=int32), array([3, 4, 4, 1, 2, 5, 6, 6, 1, 2, 2, 0, 0, 3, 4, 0], dtype=int32), array([1, 0, 0, 1, 2, 7, 4, 5, 6, 2, 2, 3, 3, 1, 0, 3], dtype=int32), array([5, 6, 0, 5, 3, 1, 7, 7, 4, 3, 3, 2, 8, 5, 6, 8], dtype=int32), array([3, 4, 8, 3, 0, 9, 5, 6, 1, 0, 0, 2, 7, 3, 4, 7], dtype=int32), array([ 0,  3,  7,  0,  2,  9,  4,  5,  6, 10,  2,  8,  1,  0,  3,  1],
      dtype=int32), array([ 1,  6,  2,  1,  3,  9,  7,  4,  5, 10,  3,  8,  0, 11,  6,  0],
      dtype=int32), array([ 9,  3, 10,  9,  1,  6,  7,  5,  0, 11,  1,  8,  2,  4, 12,  2],
      dtype=int32), array([13, 12,  7,  4,  3,  5,  9,  1, 10,  8,  3,  6,  2, 11,  0,  2],
      dtype=int32), array([ 2, 11,  1, 13, 14,  0,  8,  5,  7, 10,  4,  9,  3, 12,  6,  3],
      dtype=int32)]",0.6476976638721135
13,[4 0 0 4 2 4 1 1 4 2 2 3 3 4 0 3],"[0.3298114789254417, 0.40298465977386233, 0.5020612102430999, 0.584102678324222, 0.18603641668141724, 0.05010274330958778, -0.0052300406079602985, -0.0236647958714371, 0.060247595765646936, -0.04441276099006329, -0.03467578033158222, 0.027205791833214914, -0.030848109164045442, 0.009048345954142379]","[array([0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0], dtype=int32), array([1, 2, 2, 1, 0, 1, 2, 1, 1, 0, 0, 1, 1, 1, 2, 1], dtype=int32), array([0, 1, 1, 0, 2, 0, 1, 0, 0, 2, 2, 3, 3, 0, 1, 3], dtype=int32), array([4, 0, 0, 4, 2, 4, 1, 1, 4, 2, 2, 3, 3, 4, 0, 3], dtype=int32), array([1, 2, 2, 1, 0, 3, 5, 3, 1, 0, 0, 4, 4, 3, 2, 4], dtype=int32), array([0, 1, 1, 6, 2, 4, 5, 4, 0, 2, 2, 3, 3, 0, 1, 3], dtype=int32), array([4, 1, 1, 7, 2, 0, 6, 0, 4, 2, 2, 5, 3, 4, 1, 3], dtype=int32), array([8, 1, 1, 5, 2, 4, 6, 4, 0, 2, 2, 7, 3, 0, 1, 3], dtype=int32), array([4, 3, 3, 7, 9, 8, 2, 8, 5, 9, 0, 1, 6, 5, 3, 6], dtype=int32), array([ 7,  1,  1,  5,  2,  9,  3,  8,  0,  2, 10,  6,  4,  0,  1,  4],
      dtype=int32), array([ 8,  1,  1,  7,  2,  4,  5, 11,  0,  2,  6, 10,  9,  0,  1,  3],
      dtype=int32), array([11,  0,  0,  6,  3,  7,  5, 10,  1,  3,  9,  8,  2,  4,  0, 12],
      dtype=int32), array([ 9,  2, 13,  8,  0,  3,  5,  7,  4,  0, 12,  1, 10, 11,  2,  6],
      dtype=int32), array([11,  3, 14,  7,  1,  2,  4,  9,  6,  1, 10,  0,  5, 12, 13,  8],
      dtype=int32)]",0.584102678324222
14,[0 3 3 0 1 0 1 1 0 1 1 0 2 0 3 0],"[0.43577700073576453, 0.577980804998815, 0.5903072371530159, 0.19869824567502062, 0.08201275980308999, 0.16403680674877413, 0.11477911431381352, 0.0640342172290992, 0.07093855832723496, 0.017147245695110946, -0.05562583117533121, -0.037572455934482725, -0.005035035457652496, 0.04021015002502967]","[array([0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0], dtype=int32), array([1, 0, 0, 1, 2, 1, 2, 2, 1, 2, 2, 1, 0, 1, 0, 1], dtype=int32), array([0, 3, 3, 0, 1, 0, 1, 1, 0, 1, 1, 0, 2, 0, 3, 0], dtype=int32), array([0, 2, 2, 0, 1, 0, 1, 1, 4, 1, 1, 4, 3, 4, 2, 4], dtype=int32), array([3, 2, 2, 3, 0, 3, 0, 5, 1, 0, 0, 1, 4, 1, 2, 1], dtype=int32), array([0, 1, 1, 0, 2, 0, 6, 5, 4, 2, 2, 4, 3, 4, 1, 4], dtype=int32), array([6, 3, 3, 6, 2, 6, 5, 4, 1, 2, 2, 1, 0, 7, 3, 1], dtype=int32), array([5, 3, 3, 5, 2, 5, 4, 6, 1, 7, 7, 1, 0, 8, 3, 1], dtype=int32), array([3, 1, 1, 3, 8, 3, 9, 5, 0, 7, 2, 0, 4, 6, 1, 0], dtype=int32), array([ 5,  2,  2,  5,  1,  5,  7,  6,  9, 10,  3,  9,  4,  8,  2,  0],
      dtype=int32), array([ 7,  2,  2,  7,  9,  7,  0,  6,  5, 11,  3,  5,  4,  8, 10,  1],
      dtype=int32), array([11,  8,  8,  1, 10,  1,  7,  5,  6,  9,  2,  6,  3,  4,  0, 12],
      dtype=int32), array([ 0,  1,  1,  3,  9, 13,  6,  7,  5,  2, 11,  5,  4,  8, 12, 10],
      dtype=int32), array([ 7, 10, 10,  1,  4, 13,  5,  9, 14,  0, 11,  6,  3, 12,  2,  8],
      dtype=int32)]",0.5903072371530159
15,[1 3 3 2 1 2 2 2 0 1 0 0 0 0 3 0],"[0.3415337546631041, 0.36868253746743296, 0.4347654521511999, 0.3729339670189652, 0.27797543536090397, 0.18466002502768458, 0.12176229221819163, 0.07672497091861791, 0.019684570354203845, 0.09953182739393311, 0.08748663848749699, 0.07252092559692938, 0.06986951594485813, 0.04898790912018172]","[array([1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1], dtype=int32), array([0, 2, 2, 2, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 2, 1], dtype=int32), array([1, 3, 3, 2, 1, 2, 2, 2, 0, 1, 0, 0, 0, 0, 3, 0], dtype=int32), array([0, 3, 3, 2, 0, 2, 4, 2, 2, 0, 4, 1, 4, 1, 3, 1], dtype=int32), array([5, 1, 1, 4, 5, 3, 0, 3, 4, 5, 0, 2, 2, 2, 1, 2], dtype=int32), array([2, 3, 3, 6, 5, 0, 1, 0, 6, 5, 1, 4, 4, 0, 3, 0], dtype=int32), array([0, 1, 1, 2, 4, 6, 5, 6, 2, 4, 5, 3, 7, 3, 1, 3], dtype=int32), array([3, 2, 2, 0, 5, 4, 8, 4, 6, 5, 8, 1, 7, 1, 2, 1], dtype=int32), array([9, 1, 1, 8, 2, 3, 4, 3, 5, 2, 4, 0, 7, 6, 1, 0], dtype=int32), array([ 8,  2,  2,  0,  4,  9, 10,  9,  7,  4,  6,  3,  5,  1,  2,  3],
      dtype=int32), array([ 0,  3,  3,  1,  4,  6,  5,  6,  7,  4,  9,  2,  8, 11, 10,  2],
      dtype=int32), array([ 6,  9,  9,  8,  2,  0,  3,  0,  7,  2,  5,  4, 10, 11,  1, 12],
      dtype=int32), array([ 3,  2,  2, 12, 13,  0,  6,  0,  8,  4,  5,  7,  9,  1, 11, 10],
      dtype=int32), array([ 8,  2,  2, 11,  0, 14,  1,  6,  5, 10,  7,  3,  9, 12, 13,  4],
      dtype=int32)]",0.4347654521511999
16,[1 2 2 1 0 1 0 1 1 0 0 1 1 2 1],"[0.4426376202276776, 0.6171722126872737, 0.3486895878941112, 0.2710478774320384, 0.15999766956760425, 0.15651645549051083, 0.0835187890500302, 0.04556894617802841, 0.043773796715505915, 0.07675543348679832, -0.11129003331868717, -0.1281069791051226, -0.06496803812667473]","[array([0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0], dtype=int32), array([1, 2, 2, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 2, 1], dtype=int32), array([2, 0, 0, 1, 3, 2, 3, 1, 2, 3, 3, 2, 2, 0, 2], dtype=int32), array([0, 2, 2, 4, 1, 0, 3, 4, 0, 1, 3, 0, 0, 2, 0], dtype=int32), array([5, 1, 1, 0, 3, 2, 3, 0, 2, 4, 3, 2, 2, 1, 2], dtype=int32), array([6, 0, 0, 3, 2, 1, 4, 3, 1, 5, 4, 1, 1, 0, 1], dtype=int32), array([4, 2, 2, 5, 6, 1, 3, 7, 1, 0, 3, 1, 1, 2, 1], dtype=int32), array([6, 2, 2, 7, 1, 0, 4, 3, 0, 8, 4, 5, 0, 2, 5], dtype=int32), array([5, 0, 0, 3, 8, 9, 7, 6, 9, 4, 2, 1, 9, 0, 1], dtype=int32), array([ 6,  1,  1,  5,  3,  0,  2,  8,  4,  7,  9, 10,  4,  1,  4],
      dtype=int32), array([ 6,  9,  1,  4,  7, 11,  8,  0,  3,  5,  2, 10,  3,  1,  3],
      dtype=int32), array([ 8, 12,  1,  5,  7, 10,  6,  0,  2,  3,  4,  9,  2,  1, 11],
      dtype=int32), array([ 7,  5,  2,  4,  1, 11,  3,  8,  0,  6,  9, 10,  0, 12, 13],
      dtype=int32)]",0.6171722126872737
17,[1 1 1 0 0 3 3 0 2 2 0 0 1 0],"[0.3848445787840626, 0.45897327668285376, 0.5448373270888277, 0.31381525291341833, 0.293343675369019, 0.10671317138345245, 0.04335499689412657, 0.04336405176622184, 0.012586806314999663, 0.10896351487506059, 0.12225079678402202, 0.09179852677771697]","[array([0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1], dtype=int32), array([2, 2, 2, 1, 1, 0, 1, 1, 0, 0, 1, 1, 2, 1], dtype=int32), array([1, 1, 1, 0, 0, 3, 3, 0, 2, 2, 0, 0, 1, 0], dtype=int32), array([1, 1, 1, 2, 2, 4, 4, 2, 3, 3, 0, 0, 1, 2], dtype=int32), array([5, 0, 0, 1, 1, 4, 4, 1, 2, 2, 3, 3, 0, 1], dtype=int32), array([5, 3, 3, 2, 2, 6, 1, 2, 0, 0, 4, 4, 3, 2], dtype=int32), array([2, 3, 6, 1, 1, 0, 7, 1, 4, 4, 5, 5, 3, 1], dtype=int32), array([7, 5, 1, 8, 4, 6, 0, 4, 3, 3, 2, 2, 5, 4], dtype=int32), array([6, 7, 3, 9, 5, 8, 4, 5, 0, 0, 1, 1, 2, 5], dtype=int32), array([ 0,  9,  7,  6,  1,  5,  4, 10,  2,  2,  8,  8,  3,  1],
      dtype=int32), array([ 7,  1, 10,  8, 11,  5,  0,  2,  3,  3,  9,  4,  6,  4],
      dtype=int32), array([ 8,  9,  6,  7, 12,  5,  3, 10,  2,  2,  0, 11,  1,  4],
      dtype=int32)]",0.5448373270888277
18,[0 2 2 3 0 0 0 4 1 4 1 2],"[0.3997786018333051, 0.5538769337171833, 0.5232720843040891, 0.6540156995953906, 0.382022557058523, 0.3487322555840772, 0.24577095626312187, 0.13982744672721167, 0.22298398944958941, 0.08960183981050875]","[array([0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1], dtype=int32), array([0, 2, 2, 1, 0, 0, 0, 0, 1, 0, 1, 2], dtype=int32), array([0, 2, 2, 1, 0, 0, 0, 1, 3, 0, 3, 2], dtype=int32), array([0, 2, 2, 3, 0, 0, 0, 4, 1, 4, 1, 2], dtype=int32), array([3, 1, 1, 4, 3, 3, 0, 5, 2, 0, 2, 1], dtype=int32), array([1, 3, 3, 4, 1, 1, 6, 2, 0, 5, 0, 3], dtype=int32), array([4, 2, 2, 0, 4, 7, 6, 5, 3, 1, 3, 2], dtype=int32), array([6, 1, 1, 4, 6, 3, 7, 5, 2, 0, 2, 8], dtype=int32), array([9, 0, 0, 4, 1, 7, 6, 3, 2, 5, 2, 8], dtype=int32), array([ 6,  8,  8,  3,  9,  0,  7,  2, 10,  5,  4,  1], dtype=int32)]",0.6540156995953906
19,[2 0 0 4 2 2 2 1 3 4 1 1 3 0],"[0.2497037684674688, 0.3996932129526228, 0.529524272344566, 0.6209867510827356, 0.4998956281870453, 0.20866703221121738, 0.06978153867124672, 0.09944562408269146, 0.09645762283176117, 0.13406842261156707, 0.10099157828388584, 0.07835759927311282]","[array([1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0], dtype=int32), array([2, 0, 0, 0, 2, 2, 2, 1, 0, 0, 1, 1, 2, 0], dtype=int32), array([0, 2, 2, 1, 0, 0, 0, 3, 1, 1, 3, 3, 1, 2], dtype=int32), array([2, 0, 0, 4, 2, 2, 2, 1, 3, 4, 1, 1, 3, 0], dtype=int32), array([4, 5, 3, 2, 4, 4, 4, 0, 1, 2, 0, 0, 1, 5], dtype=int32), array([4, 6, 0, 2, 3, 4, 4, 1, 5, 2, 1, 1, 5, 6], dtype=int32), array([3, 4, 0, 6, 5, 3, 3, 1, 2, 6, 1, 1, 7, 4], dtype=int32), array([5, 3, 7, 1, 0, 5, 5, 2, 8, 1, 6, 6, 4, 3], dtype=int32), array([1, 0, 5, 3, 6, 1, 7, 8, 4, 3, 2, 2, 9, 0], dtype=int32), array([10,  4,  3,  1,  8,  6,  0,  9,  7,  1,  2,  2,  5,  4],
      dtype=int32), array([ 2, 11,  9,  4,  8,  5,  7, 10,  1,  4,  0,  0,  6,  3],
      dtype=int32), array([ 8, 11,  4, 12,  7,  0,  6,  9, 10,  1,  2,  2,  5,  3],
      dtype=int32)]",0.6209867510827356
20,[2 1 1 3 2 2 2 4 0 3 4 4 0 1],"[0.2497037684674688, 0.3996932129526228, 0.529524272344566, 0.6209867510827356, 0.4998956281870453, 0.20866703221121738, 0.2383311176226621, 0.19322166324593962, 0.09645762283176117, 0.13406842261156707, 0.10099157828388584, 0.07835759927311282]","[array([0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1], dtype=int32), array([0, 1, 1, 1, 0, 0, 0, 2, 1, 1, 2, 2, 0, 1], dtype=int32), array([0, 2, 2, 1, 0, 0, 0, 3, 1, 1, 3, 3, 1, 2], dtype=int32), array([2, 1, 1, 3, 2, 2, 2, 4, 0, 3, 4, 4, 0, 1], dtype=int32), array([0, 1, 4, 5, 0, 0, 0, 2, 3, 5, 2, 2, 3, 1], dtype=int32), array([0, 3, 6, 1, 5, 0, 0, 2, 4, 1, 2, 2, 4, 3], dtype=int32), array([1, 0, 7, 3, 6, 1, 1, 2, 5, 3, 4, 4, 5, 0], dtype=int32), array([4, 5, 3, 0, 1, 4, 7, 8, 6, 0, 2, 2, 6, 5], dtype=int32), array([1, 5, 3, 2, 7, 1, 9, 0, 6, 2, 4, 4, 8, 5], dtype=int32), array([10,  2,  5,  4,  7,  3,  6,  8,  9,  4,  1,  1,  0,  2],
      dtype=int32), array([ 1,  3,  6,  0,  4,  9,  7,  8, 10,  0,  2,  2,  5, 11],
      dtype=int32), array([10, 12,  7,  1,  8,  0,  9,  2, 11,  4,  6,  6,  5,  3],
      dtype=int32)]",0.6209867510827356
21,[4 4 7 3 1 1 1 2 3 5 2 0 2 0 6],"[0.2166940654612966, 0.3288618775042007, 0.43185780084415115, 0.5786008278869935, 0.5543079108238161, 0.5886284738621439, 0.5924667657376139, 0.41899517874692366, 0.3912085741100917, 0.3047112089990456, 0.20140766725471587, 0.09399886058197056, -0.01870687330954762]","[array([0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0], dtype=int32), array([1, 1, 0, 1, 0, 0, 0, 2, 1, 0, 2, 1, 2, 1, 1], dtype=int32), array([0, 0, 1, 3, 1, 1, 1, 2, 3, 1, 2, 3, 2, 3, 0], dtype=int32), array([1, 1, 2, 4, 2, 2, 2, 0, 4, 2, 0, 3, 0, 3, 1], dtype=int32), array([2, 2, 5, 4, 1, 1, 1, 3, 4, 5, 3, 0, 3, 0, 2], dtype=int32), array([2, 2, 6, 5, 3, 3, 3, 4, 5, 1, 4, 0, 4, 0, 2], dtype=int32), array([4, 4, 7, 3, 1, 1, 1, 2, 3, 5, 2, 0, 2, 0, 6], dtype=int32), array([7, 7, 8, 1, 0, 5, 5, 2, 1, 6, 2, 3, 2, 3, 4], dtype=int32), array([6, 6, 7, 2, 8, 4, 4, 9, 2, 0, 1, 5, 1, 5, 3], dtype=int32), array([ 3,  3,  6,  4,  7,  1,  1,  8,  4,  5, 10,  0,  2,  0,  9],
      dtype=int32), array([11,  1,  0,  5,  7,  3,  3, 10,  5,  6,  8,  4,  2,  4,  9],
      dtype=int32), array([ 6, 11,  7, 12,  8,  1,  1,  9,  5,  4, 10,  0,  2,  0,  3],
      dtype=int32), array([11,  2,  3, 12,  9,  0,  0,  1,  5,  8,  6, 13, 10,  4,  7],
      dtype=int32)]",0.5924667657376139
22,[4 1 0 3 5 5 2 0 3 2 4 0 1],"[0.3123868468653374, 0.41419520994396397, 0.49386618658651654, 0.5058477087758677, 0.544276357024618, 0.45582915540413443, 0.2993440555238685, 0.18302590711811678, 0.1661970870407072, 0.230309214674642, 0.14169816616075592]","[array([0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0], dtype=int32), array([1, 1, 2, 1, 0, 0, 0, 2, 1, 0, 2, 2, 1], dtype=int32), array([2, 2, 1, 0, 3, 3, 3, 1, 0, 0, 1, 1, 2], dtype=int32), array([4, 1, 2, 3, 0, 0, 0, 2, 3, 3, 2, 2, 1], dtype=int32), array([4, 1, 0, 3, 5, 5, 2, 0, 3, 2, 4, 0, 1], dtype=int32), array([6, 2, 1, 3, 4, 4, 0, 5, 3, 0, 1, 1, 2], dtype=int32), array([5, 2, 3, 0, 1, 1, 6, 7, 0, 4, 3, 3, 2], dtype=int32), array([0, 3, 7, 1, 2, 2, 6, 4, 1, 8, 5, 7, 3], dtype=int32), array([5, 3, 0, 1, 4, 8, 2, 6, 1, 7, 9, 0, 3], dtype=int32), array([ 8,  2,  1,  0,  6, 10,  3,  5,  0,  7,  4,  9,  2], dtype=int32), array([ 8,  0, 10,  3,  4,  9,  6,  7, 11,  2,  1,  5,  0], dtype=int32)]",0.544276357024618
